date,OT,closeshort
2023-01-30,11393.80957,46.0
2023-01-31,11584.54981,51.0
2023-02-01,11816.32031,57.0
2023-02-02,12200.82031,60.0
2023-02-03,12006.9502,56.0
2023-02-06,11887.4502,52.0
2023-02-07,12113.79004,57.0
2023-02-08,11910.51953,49.0
2023-02-09,11789.58008,48.0
2023-02-10,11718.12012,47.0
2023-02-13,11891.79004,53.0
2023-02-14,11960.15039,56.0
2023-02-15,12070.58984,58.0
2023-02-16,11855.83008,52.0
2023-02-17,11787.26953,51.0
2023-02-21,11492.29981,46.0
2023-02-22,11507.07031,46.0
2023-02-23,11590.40039,47.0
2023-02-24,11394.94043,44.0
2023-02-27,11466.98047,43.0
2023-02-28,11455.54004,42.0
2023-03-01,11379.48047,39.0
2023-03-02,11462.98047,43.0
2023-03-03,11689.00977,50.0
2023-03-06,11675.74023,49.0
2023-03-07,11530.33008,46.0
2023-03-08,11576.0,46.0
2023-03-09,11338.34961,41.0
2023-03-10,11138.88965,38.0
2023-03-13,11188.83984,43.0
2023-03-14,11428.15039,49.0
2023-03-15,11434.04981,49.0
2023-03-16,11717.28027,57.0
2023-03-17,11630.50977,54.0
2023-03-20,11675.54004,53.0
2023-03-21,11860.11035,57.0
2023-03-22,11669.95996,53.0
2023-03-23,11787.40039,57.0
2023-03-24,11823.95996,56.0
2023-03-27,11768.83984,49.0
2023-03-28,11716.08008,48.0
2023-03-29,11926.24023,57.0
2023-03-30,12013.46973,59.0
2023-03-31,12221.91016,63.0
2023-04-03,12189.4502,59.0
2023-04-04,12126.33008,57.0
2023-04-05,11996.86035,51.0
2023-04-06,12087.95996,55.0
2023-04-10,12084.36035,55.0
2023-04-11,12031.87988,50.0
2023-04-12,11929.33984,47.0
2023-04-13,12166.26953,60.0
2023-04-14,12123.46973,59.0
2023-04-17,12157.71973,57.0
2023-04-18,12153.41016,55.0
2023-04-19,12157.23047,58.0
2023-04-20,12059.55957,56.0
2023-04-21,12072.45996,57.0
2023-04-24,12037.2002,54.0
2023-04-25,11799.16016,51.0
2023-04-26,11854.34961,53.0
2023-04-27,12142.24023,67.0
2023-04-28,12226.58008,68.0
2023-05-01,12212.59961,65.0
2023-05-02,12080.50977,58.0
2023-05-03,12025.33008,55.0
2023-05-04,11966.40039,52.0
2023-05-05,12235.41016,65.0
2023-05-08,12256.91992,65.0
2023-05-09,12179.54981,59.0
2023-05-10,12306.44043,66.0
2023-05-11,12328.50977,65.0
2023-05-12,12284.74023,60.0
2023-05-15,12365.20996,65.0
2023-05-16,12343.04981,68.0
2023-05-17,12500.57031,71.0
2023-05-18,12688.83984,72.0
2023-05-19,12657.90039,70.0
2023-05-22,12720.78027,70.0
2023-05-23,12560.25,64.0
2023-05-24,12484.16016,67.0
2023-05-25,12698.08984,72.0
2023-05-26,12975.69043,76.0
2023-05-30,13017.42969,71.0
2023-05-31,12935.29004,68.0
2023-06-01,13100.98047,71.0
2023-06-02,13240.76953,71.0
2023-06-05,13229.42969,71.0
2023-06-06,13276.41992,69.0
